
 ----------------------------------------------

    SimVascular Fluid-Structure Interaction
                  (svFSI v8)

 ----------------------------------------------

 This program comes with ABSOLUTELY NO WARRANTY
 Compiled on 02-23-2019

 Running in parallel with 24 tasks
 Number of meshes: 1
 Reading mesh <msh>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-complete.mesh.vtu>
 Checking IEN array structure for mesh <msh>
 Make sure nodes in elements are arranged 1-4 on
      one face and 5-8 on the opposite face
 Number of available faces: 6
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/X0.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/X1sym.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Y0.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Y1sym.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Z0.vtp>
 <VTK XML Parser> Loading file <../../mesh/Q1_h0.05/mesh-surfaces/Z1.vtp>
 Number of nodes: 18786
 Number of elements: 15000
 Loading fiber directions
 Mesh data imported successfully
 Domain size X: 0.000000 1.500000
 Domain size Y: 0.000000 2.500E-1
 Domain size Z: 0.000000 5.000000
 Number of equations: 1
 Using preconditioner: Trilinos-ILUT
 Number of imposed BC for equation <vms_struct>: 5
 Configuration is completed successfully
 ParMETIS partitioned the mesh by cutting 2773 elements
 Constructing stiffness matrix sparse structure
 Total number of non-zeros in the LHS matrix: 465966
 Initializing state variables to zero
 Volume of domain 1.874999
 Area of face <X0> is 1.249999
 Area of face <X1s> is 1.250000
 Area of face <Y0> is 7.500000
 Area of face <Y1s> is 7.500000
 Area of face <Z0> is 3.749E-1
 Area of face <Z1> is 3.749E-1

----------------------------------------------------------
Eq     N-i     T      dB   Ri/R0    R/Ri     lsIt  dB  %t
----------------------------------------------------------
 New time step size: 1.000E-4
ST    55-2  2.66E2  [ -21 6.55E-2 8.18E-7]  [  70 -35  87]
ST    55-3  2.67E2  [ -96 1.18E-5 8.57E-7]  [  69 -34  87]
ST    55-4  2.68E2  [-217 1.0E-11 9.74E-7]  [  71 -40  87]
ST    56-1  2.69E2  [   0 7.08E-1 8.99E-7]  [  78 -45  88]
ST    56-2  2.70E2  [ -17 9.52E-2 9.85E-7]  [  70 -32  87]
ST    56-3  2.72E2  [ -89 2.43E-5 9.39E-7]  [  68 -29  87]
ST    56-4  2.73E2  [-209 2.4E-11 7.70E-7]  [  71 -39  87]
ST    57-1  2.74E2  [   0 8.02E-1 9.10E-7]  [  72 -34  87]
ST    57-2  2.75E2  [ -13 1.69E-1 9.63E-7]  [  67 -24  87]
ST    57-3  2.76E2  [ -81 6.95E-5 8.85E-7]  [  67 -26  87]
ST    57-4  2.78E2  [-199 8.0E-11 8.60E-7]  [  75 -38  87]
ST    58-1  2.79E2  [   0 1.31977 9.00E-7]  [  72 -39  87]
ST    58-2  2.80E2  [ -12 2.96E-1 8.86E-7]  [  68 -29  87]
ST    58-3  2.81E2  [ -74 2.54E-4 9.95E-7]  [  67 -28  87]
ST    58-4  2.83E2  [-181 1.09E-9 7.55E-7]  [  69 -35  87]
ST    59-1  2.84E2  [   0 2.01566 8.55E-7]  [  72 -37  87]
ST    59-2  2.85E2  [ -13 4.49E-1 8.73E-7]  [  67 -29  87]
ST    59-3  2.86E2  [ -65 1.03E-3 9.39E-7]  [  68 -28  87]
ST    59-4  2.87E2  [-157 2.67E-8 8.59E-7]  [  66 -28  87]
ST    60-1  2.89E2  [   0 2.75855 9.70E-7]  [  64 -25  87]
ST    60-2  2.90E2  [ -15 4.38E-1 9.62E-7]  [  69 -33  87]
ST    60-3  2.91E2  [ -65 1.45E-3 8.43E-7]  [  68 -30  87]
ST    60-4s 2.92E2  [-158 3.45E-8 9.85E-7]  [  68 -30  87]
ST    61-1  2.95E2  [   0 2.99228 8.86E-7]  [  70 -34  54]
ST    61-2  2.96E2  [ -17 4.01E-1 9.01E-7]  [  64 -26  87]
ST    61-3  2.97E2  [ -79 3.06E-4 8.44E-7]  [  71 -35  87]
ST    61-4  2.98E2  [-189 9.5E-10 8.67E-7]  [  71 -37  87]
ST    62-1  2.99E2  [   0 2.46059 8.22E-7]  [  71 -36  87]
ST    62-2  3.01E2  [ -20 2.25E-1 9.54E-7]  [  72 -33  87]
ST    62-3  3.02E2  [ -85 1.35E-4 9.17E-7]  [  71 -32  87]
ST    62-4  3.03E2  [-203 1.6E-10 9.39E-7]  [  72 -35  87]
ST    63-1  3.04E2  [   0 1.77813 9.50E-7]  [  73 -39  87]
ST    63-2  3.05E2  [ -20 1.63E-1 9.37E-7]  [  70 -33  87]
ST    63-3  3.07E2  [ -86 8.61E-5 9.49E-7]  [  73 -33  87]
ST    63-4  3.08E2  [-203 1.1E-10 8.64E-7]  [  71 -36  87]
ST    64-1  3.09E2  [   0 1.00329 9.00E-7]  [  77 -47  88]
ST    64-2  3.10E2  [ -17 1.37E-1 7.58E-7]  [  67 -29  87]
ST    64-3  3.12E2  [ -85 5.41E-5 8.56E-7]  [  67 -30  87]
ST    64-4  3.13E2  [-205 5.0E-11 9.58E-7]  [  73 -37  87]
ST    65-1  3.14E2  [   0 1.18755 9.21E-7]  [  74 -42  87]
ST    65-2  3.15E2  [ -15 1.95E-1 9.02E-7]  [  66 -25  87]
ST    65-3  3.16E2  [ -82 9.02E-5 9.49E-7]  [  69 -30  87]
ST    65-4  3.18E2  [-201 1.0E-10 9.67E-7]  [  72 -39  87]
ST    66-1  3.19E2  [   0 2.20661 9.49E-7]  [  71 -38  87]
ST    66-2  3.20E2  [ -19 2.41E-1 9.50E-7]  [  70 -33  88]
ST    66-3  3.21E2  [ -77 2.99E-4 7.96E-7]  [  71 -33  88]
ST    66-4  3.23E2  [-191 6.0E-10 9.19E-7]  [  70 -34  87]
ST    67-1  3.24E2  [   0 2.71432 8.05E-7]  [  67 -31  89]
ST    67-2  3.25E2  [ -21 2.35E-1 8.89E-7]  [  72 -35  87]
ST    67-3  3.26E2  [ -81 2.29E-4 9.37E-7]  [  71 -34  87]
ST    67-4  3.28E2  [-193 5.8E-10 8.83E-7]  [  72 -36  87]
ST    68-1  3.29E2  [   0 2.43816 7.15E-7]  [  70 -37  87]
ST    68-2  3.30E2  [ -22 1.78E-1 8.00E-7]  [  67 -29  87]
ST    68-3  3.31E2  [ -95 4.13E-5 8.44E-7]  [  70 -35  87]
ST    68-4  3.33E2  [-214 4.4E-11 8.96E-7]  [  72 -41  87]
ST    69-1  3.34E2  [   0 1.65770 9.79E-7]  [  72 -39  87]
ST    69-2  3.35E2  [ -23 1.11E-1 7.08E-7]  [  64 -23  87]
ST    69-3  3.36E2  [ -98 1.86E-5 9.50E-7]  [  67 -28  87]
ST    69-4  3.37E2  [-218 1.9E-11 8.56E-7]  [  76 -39  87]
ST    70-1  3.39E2  [   0 8.63E-1 9.31E-7]  [  72 -42  87]
ST    70-2  3.40E2  [ -19 9.52E-2 9.41E-7]  [  69 -32  87]
ST    70-3  3.41E2  [ -86 4.25E-5 9.18E-7]  [  69 -28  87]
ST    70-4s 3.42E2  [-201 7.0E-11 7.41E-7]  [  69 -35  87]
ST    71-1  3.44E2  [   0 9.70E-1 8.94E-7]  [  72 -38  50]
ST    71-2  3.46E2  [ -18 1.13E-1 8.18E-7]  [  71 -38  87]
ST    71-3  3.47E2  [ -85 5.25E-5 9.67E-7]  [  70 -35  87]
ST    71-4  3.48E2  [-202 6.9E-11 9.25E-7]  [  77 -41  87]
ST    72-1  3.49E2  [   0 1.38831 9.09E-7]  [  75 -44  88]
ST    72-2  3.50E2  [ -19 1.42E-1 8.58E-7]  [  66 -29  87]
ST    72-3  3.52E2  [ -86 6.80E-5 8.19E-7]  [  72 -36  87]
ST    72-4  3.53E2  [-203 9.7E-11 9.32E-7]  [  69 -36  87]
ST    73-1  3.54E2  [   0 1.40630 9.34E-7]  [  76 -43  89]
ST    73-2  3.55E2  [ -14 2.59E-1 9.35E-7]  [  67 -27  88]
ST    73-3  3.57E2  [ -84 8.02E-5 9.99E-7]  [  70 -32  87]
ST    73-4  3.58E2  [-201 1.1E-10 8.85E-7]  [  73 -37  87]
ST    74-1  3.59E2  [   0 1.80968 9.00E-7]  [  68 -32  87]
ST    74-2  3.60E2  [ -12 4.36E-1 8.82E-7]  [  66 -29  87]
ST    74-3  3.62E2  [ -71 4.82E-4 9.20E-7]  [  67 -28  87]
ST    74-4  3.63E2  [-169 5.96E-9 8.35E-7]  [  67 -29  87]
ST    75-1  3.64E2  [   0 2.83658 8.44E-7]  [  71 -33  87]
ST    75-2  3.65E2  [ -14 5.12E-1 9.97E-7]  [  70 -30  87]
ST    75-3  3.66E2  [ -65 1.52E-3 9.11E-7]  [  68 -30  87]
ST    75-4  3.68E2  [-157 3.61E-8 8.60E-7]  [  69 -31  87]
ST    76-1  3.69E2  [   0 3.53795 9.66E-7]  [  70 -34  87]
ST    76-2  3.70E2  [ -17 4.54E-1 7.82E-7]  [  68 -31  87]
ST    76-3  3.71E2  [ -67 1.49E-3 8.66E-7]  [  71 -36  87]
ST    76-4  3.72E2  [-160 3.20E-8 8.12E-7]  [  72 -32  87]
ST    77-1  3.74E2  [   0 3.08502 8.08E-7]  [  68 -35  87]
ST    77-2  3.75E2  [ -23 2.03E-1 9.03E-7]  [  64 -22  87]
ST    77-3  3.76E2  [-103 2.12E-5 9.49E-7]  [  68 -28  87]
ST    77-4  3.77E2  [-223 2.0E-11 8.19E-7]  [  76 -44  87]
ST    78-1  3.78E2  [   0 1.82361 8.48E-7]  [  74 -45  87]
ST    78-2  3.80E2  [ -17 2.35E-1 9.92E-7]  [  70 -31  87]
ST    78-3  3.81E2  [ -84 1.05E-4 9.68E-7]  [  72 -38  87]
ST    78-4  3.82E2  [-195 3.1E-10 9.12E-7]  [  74 -40  87]
ST    79-1  3.83E2  [   0 1.29833 9.92E-7]  [  74 -42  87]
ST    79-2  3.85E2  [ -16 1.97E-1 9.73E-7]  [  69 -33  89]
ST    79-3  3.86E2  [ -70 4.04E-4 8.96E-7]  [  70 -32  87]
ST    79-4  3.87E2  [-180 1.28E-9 7.10E-7]  [  70 -38  87]
ST    80-1  3.88E2  [   0 2.13219 7.90E-7]  [  72 -39  87]
ST    80-2  3.90E2  [ -18 2.61E-1 8.05E-7]  [  69 -33  87]
ST    80-3  3.91E2  [ -85 1.10E-4 8.89E-7]  [  68 -31  87]
ST    80-4s 3.92E2  [-205 1.0E-10 8.14E-7]  [  69 -39  87]
ST    81-1  3.94E2  [   0 2.94800 9.05E-7]  [  71 -28  50]
ST    81-2  3.95E2  [ -20 2.78E-1 9.86E-7]  [  68 -32  87]
ST    81-3  3.97E2  [ -80 2.87E-4 8.05E-7]  [  71 -34  87]
ST    81-4  3.98E2  [-193 6.3E-10 9.83E-7]  [  69 -32  87]
ST    82-1  3.99E2  [   0 2.99610 6.33E-7]  [  68 -31  87]
ST    82-2  4.00E2  [ -22 2.27E-1 8.28E-7]  [  73 -37  87]
ST    82-3  4.01E2  [ -79 3.27E-4 9.58E-7]  [  70 -33  87]
ST    82-4  4.03E2  [-189 9.8E-10 7.86E-7]  [  71 -37  87]
ST    83-1  4.04E2  [   0 2.15076 8.79E-7]  [  70 -36  87]
ST    83-2  4.05E2  [ -22 1.62E-1 9.37E-7]  [  71 -32  87]
ST    83-3  4.06E2  [ -93 4.41E-5 9.34E-7]  [  71 -34  87]
ST    83-4  4.07E2  [-213 4.3E-11 7.74E-7]  [  70 -39  87]
ST    84-1  4.09E2  [   0 1.17501 9.89E-7]  [  70 -39  87]
ST    84-2  4.10E2  [ -25 5.96E-2 9.08E-7]  [  63 -21  87]
ST    84-3  4.11E2  [-112 2.79E-6 8.24E-7]  [  71 -34  87]
ST    84-4  4.12E2  [-231 3.0E-12 8.97E-7]  [  72 -37  87]
ST    85-1  4.13E2  [   0 7.56E-1 8.56E-7]  [  79 -44  88]
ST    85-2  4.15E2  [ -16 1.13E-1 9.61E-7]  [  68 -31  89]
ST    85-3  4.16E2  [ -87 3.19E-5 8.81E-7]  [  72 -39  87]
ST    85-4  4.17E2  [-207 3.3E-11 9.80E-7]  [  72 -40  87]
ST    86-1  4.19E2  [   0 1.39825 9.46E-7]  [  74 -40  87]
ST    86-2  4.20E2  [ -17 1.84E-1 8.58E-7]  [  66 -30  87]
ST    86-3  4.21E2  [ -78 1.73E-4 9.68E-7]  [  70 -33  87]
ST    86-4  4.22E2  [-189 4.7E-10 9.51E-7]  [  71 -37  87]
ST    87-1  4.23E2  [   0 2.09162 8.07E-7]  [  69 -37  87]
ST    87-2  4.25E2  [ -17 2.63E-1 8.85E-7]  [  70 -33  87]
ST    87-3  4.26E2  [ -80 2.00E-4 9.93E-7]  [  71 -33  87]
ST    87-4  4.27E2  [-195 3.6E-10 8.85E-7]  [  70 -37  87]
ST    88-1  4.28E2  [   0 2.54936 9.95E-7]  [  67 -30  87]
ST    88-2  4.29E2  [ -15 4.17E-1 8.52E-7]  [  68 -32  87]
ST    88-3  4.31E2  [ -78 2.87E-4 9.33E-7]  [  71 -34  87]
ST    88-4  4.32E2  [-184 1.45E-9 9.03E-7]  [  73 -31  87]
ST    89-1  4.33E2  [   0 3.26821 9.18E-7]  [  69 -33  87]
ST    89-2  4.34E2  [ -17 4.48E-1 9.78E-7]  [  67 -28  87]
ST    89-3  4.35E2  [ -65 1.68E-3 9.92E-7]  [  70 -33  87]
ST    89-4  4.37E2  [-158 3.85E-8 8.77E-7]  [  69 -28  87]
ST    90-1  4.38E2  [   0 3.56735 9.25E-7]  [  70 -32  87]
ST    90-2  4.39E2  [ -19 3.82E-1 8.75E-7]  [  68 -31  87]
ST    90-3  4.40E2  [ -71 9.17E-4 9.58E-7]  [  71 -34  87]
ST    90-4s 4.42E2  [-171 9.78E-9 9.20E-7]  [  75 -38  87]
ST    91-1  4.44E2  [   0 2.38263 9.19E-7]  [  72 -38  50]
ST    91-2  4.45E2  [ -34 4.45E-2 9.34E-7]  [  68 -31  75]
ST    91-3  4.46E2  [-124 1.45E-6 8.04E-7]  [  71 -33  87]
ST    91-4  4.48E2  [-238 2.9E-12 8.28E-7]  [  70 -34  87]
ST    92-1  4.49E2  [   0 9.19E-1 8.87E-7]  [  77 -48  87]
ST    92-2  4.50E2  [ -12 2.25E-1 9.82E-7]  [  71 -34  87]
ST    92-3  4.51E2  [ -65 4.78E-4 9.85E-7]  [  72 -34  87]
ST    92-4  4.52E2  [-170 2.80E-9 9.11E-7]  [  71 -35  87]
ST    93-1  4.54E2  [   0 2.24428 8.75E-7]  [  70 -37  87]
ST    93-2  4.55E2  [ -18 2.69E-1 9.30E-7]  [  69 -34  87]
ST    93-3  4.56E2  [ -72 5.50E-4 9.92E-7]  [  69 -31  87]
ST    93-4  4.57E2  [-183 1.49E-9 9.35E-7]  [  71 -33  87]
ST    94-1  4.58E2  [   0 3.05831 8.71E-7]  [  68 -29  87]
ST    94-2  4.60E2  [ -20 2.76E-1 8.47E-7]  [  69 -32  87]
ST    94-3  4.61E2  [ -85 1.56E-4 7.80E-7]  [  68 -29  87]
ST    94-4  4.62E2  [-203 2.0E-10 8.88E-7]  [  67 -34  87]
ST    95-1  4.63E2  [   0 3.02733 9.51E-7]  [  64 -24  87]
ST    95-2  4.64E2  [ -23 2.04E-1 9.72E-7]  [  68 -33  87]
ST    95-3  4.66E2  [ -85 1.70E-4 9.60E-7]  [  70 -32  87]
ST    95-4  4.67E2  [-201 2.5E-10 9.79E-7]  [  68 -32  87]
ST    96-1  4.68E2  [   0 2.30368 9.29E-7]  [  66 -30  87]
ST    96-2  4.69E2  [ -24 1.36E-1 9.42E-7]  [  71 -34  87]
ST    96-3  4.70E2  [ -89 8.07E-5 9.59E-7]  [  70 -34  87]
ST    96-4  4.72E2  [-207 1.0E-10 8.29E-7]  [  71 -39  87]
ST    97-1  4.73E2  [   0 1.22769 8.23E-7]  [  72 -43  87]
ST    97-2  4.74E2  [ -26 5.84E-2 9.11E-7]  [  65 -24  89]
ST    97-3  4.75E2  [-121 1.05E-6 7.34E-7]  [  68 -29  87]
ST    97-4  4.77E2  [-234 2.4E-12 9.38E-7]  [  64 -20  87]
ST    98-1  4.78E2  [   0 8.00E-1 8.55E-7]  [  74 -47  87]
ST    98-2  4.79E2  [ -19 8.34E-2 9.91E-7]  [  63 -20  87]
ST    98-3  4.80E2  [-103 5.20E-6 9.35E-7]  [  72 -39  87]
ST    98-4  4.81E2  [-223 5.3E-12 9.36E-7]  [  73 -39  87]
ST    99-1  4.83E2  [   0 1.41780 9.61E-7]  [  73 -37  87]
ST    99-2  4.84E2  [ -17 1.86E-1 9.09E-7]  [  70 -34  87]
ST    99-3  4.85E2  [ -81 1.16E-4 9.33E-7]  [  71 -36  87]
ST    99-4  4.86E2  [-196 2.0E-10 9.54E-7]  [  70 -37  87]
ST   100-1  4.88E2  [   0 2.45977 8.97E-7]  [  67 -31  87]
ST   100-2  4.89E2  [ -19 2.59E-1 8.59E-7]  [  72 -35  87]
ST   100-3  4.90E2  [ -80 2.25E-4 8.20E-7]  [  72 -36  87]
ST   100-4s 4.91E2  [-195 3.9E-10 7.69E-7]  [  75 -41  87]
ST   101-1  4.93E2  [   0 3.27147 8.18E-7]  [  68 -30  49]
ST   101-2  4.94E2  [ -20 3.15E-1 9.70E-7]  [  70 -33  87]
ST   101-3  4.96E2  [ -82 2.39E-4 9.63E-7]  [  70 -33  87]
ST   101-4  4.97E2  [-198 3.8E-10 8.89E-7]  [  72 -39  87]
ST   102-1  4.98E2  [   0 3.62450 9.76E-7]  [  69 -33  87]
ST   102-2  4.99E2  [ -22 2.69E-1 8.92E-7]  [  67 -30  87]
ST   102-3  5.01E2  [ -75 5.90E-4 8.69E-7]  [  74 -36  87]
ST   102-4  5.02E2  [-179 3.66E-9 9.36E-7]  [  68 -35  87]
ST   103-1  5.03E2  [   0 2.97325 9.75E-7]  [  74 -36  87]
ST   103-2  5.04E2  [ -26 1.39E-1 9.44E-7]  [  69 -31  89]
ST   103-3  5.06E2  [ -93 6.40E-5 9.70E-7]  [  72 -35  87]
ST   103-4  5.07E2  [-212 7.1E-11 9.32E-7]  [  72 -37  87]
ST   104-1  5.08E2  [   0 1.00744 9.49E-7]  [  78 -46  85]
ST   104-2  5.09E2  [ -20 9.72E-2 9.09E-7]  [  65 -23  87]
ST   104-3  5.10E2  [-101 8.79E-6 9.10E-7]  [  74 -39  87]
ST   104-4  5.12E2  [-221 8.5E-12 9.35E-7]  [  74 -40  87]
ST   105-1  5.13E2  [   0 1.89565 9.06E-7]  [  72 -37  87]
ST   105-2  5.14E2  [ -19 2.12E-1 7.12E-7]  [  72 -35  87]
ST   105-3  5.15E2  [ -73 4.04E-4 8.80E-7]  [  72 -34  87]
ST   105-4  5.17E2  [-183 1.23E-9 8.13E-7]  [  72 -38  87]
ST   106-1  5.18E2  [   0 3.30845 9.00E-7]  [  67 -28  87]
ST   106-2  5.19E2  [ -21 2.63E-1 9.60E-7]  [  69 -35  87]
ST   106-3  5.20E2  [ -80 3.03E-4 9.91E-7]  [  70 -33  87]
ST   106-4  5.21E2  [-197 4.6E-10 9.49E-7]  [  75 -43  87]
ST   107-1  5.23E2  [   0 3.24518 8.25E-7]  [  69 -32  87]
ST   107-2  5.24E2  [ -24 1.97E-1 9.64E-7]  [  69 -33  87]
ST   107-3  5.25E2  [ -90 9.41E-5 9.26E-7]  [  68 -29  87]
ST   107-4  5.26E2  [-210 9.9E-11 9.05E-7]  [  70 -37  87]
ST   108-1  5.27E2  [   0 2.25195 9.82E-7]  [  67 -29  87]
ST   108-2  5.29E2  [ -26 1.02E-1 9.54E-7]  [  68 -31  87]
ST   108-3  5.30E2  [ -98 2.55E-5 9.42E-7]  [  67 -30  87]
ST   108-4  5.31E2  [-219 2.4E-11 8.43E-7]  [  74 -45  87]
ST   109-1  5.32E2  [   0 1.12005 9.02E-7]  [  74 -42  87]
ST   109-2  5.33E2  [ -27 4.51E-2 7.39E-7]  [  68 -30  87]
ST   109-3  5.35E2  [-120 1.10E-6 9.94E-7]  [  66 -29  89]
ST   109-4  5.36E2  [-232 2.7E-12 9.59E-7]  [  69 -32  87]
ST   110-1  5.37E2  [   0 8.24E-1 8.67E-7]  [  77 -49  87]
ST   110-2  5.38E2  [ -21 7.18E-2 9.25E-7]  [  66 -27  87]
ST   110-3  5.40E2  [-110 2.48E-6 8.51E-7]  [  71 -35  87]
ST   110-4s 5.41E2  [-228 3.2E-12 9.60E-7]  [  70 -36  87]
ST   111-1  5.43E2  [   0 1.52260 9.65E-7]  [  72 -38  49]
ST   111-2  5.44E2  [ -18 1.82E-1 9.22E-7]  [  66 -26  87]
ST   111-3  5.45E2  [ -89 5.31E-5 9.41E-7]  [  70 -33  87]
ST   111-4  5.47E2  [-209 5.3E-11 8.23E-7]  [  74 -37  87]
ST   112-1  5.48E2  [   0 2.52046 8.02E-7]  [  65 -27  87]
ST   112-2  5.49E2  [ -20 2.46E-1 9.20E-7]  [  66 -28  87]
ST   112-3  5.50E2  [ -82 1.94E-4 7.94E-7]  [  70 -32  87]
ST   112-4  5.51E2  [-200 2.3E-10 8.75E-7]  [  72 -40  87]
ST   113-1  5.53E2  [   0 3.47588 9.34E-7]  [  69 -31  87]
ST   113-2  5.54E2  [ -22 2.70E-1 9.83E-7]  [  70 -33  87]
ST   113-3  5.55E2  [ -83 2.21E-4 9.68E-7]  [  70 -31  87]
ST   113-4  5.56E2  [-202 2.5E-10 9.46E-7]  [  72 -42  87]
ST   114-1  5.57E2  [   0 3.68300 9.79E-7]  [  68 -30  87]
ST   114-2  5.59E2  [ -26 1.71E-1 8.79E-7]  [  68 -27  87]
ST   114-3  5.60E2  [ -94 7.20E-5 9.42E-7]  [  73 -35  87]
ST   114-4  5.61E2  [-213 7.8E-11 9.38E-7]  [  72 -41  87]
ST   115-1  5.62E2  [   0 2.42400 9.87E-7]  [  71 -35  87]
ST   115-2  5.63E2  [ -45 1.34E-2 9.12E-7]  [  68 -28  87]
ST   115-3  5.65E2  [-133 5.16E-7 9.18E-7]  [  69 -28  89]
ST   116-1  5.66E2  [   0 5.54E-1 9.58E-7]  [  75 -47  87]
ST   116-2  5.67E2  [ -15 9.79E-2 7.53E-7]  [  69 -34  87]
ST   116-3  5.68E2  [ -85 2.86E-5 8.88E-7]  [  73 -35  87]
ST   116-4  5.70E2  [-206 2.5E-11 8.88E-7]  [  78 -46  87]
ST   117-1  5.71E2  [   0 2.83193 9.46E-7]  [  67 -26  87]
ST   117-2  5.72E2  [ -21 2.26E-1 8.82E-7]  [  68 -32  87]
ST   117-3  5.73E2  [ -85 1.49E-4 8.42E-7]  [  73 -37  87]
ST   117-4  5.75E2  [-204 1.6E-10 9.34E-7]  [  76 -45  87]
ST   118-1  5.76E2  [   0 3.77131 8.90E-7]  [  66 -24  87]
ST   118-2  5.77E2  [ -24 2.22E-1 8.34E-7]  [  69 -35  87]
ST   118-3  5.78E2  [ -89 1.24E-4 8.44E-7]  [  72 -36  87]
ST   118-4  5.79E2  [-209 1.2E-10 9.82E-7]  [  73 -43  87]
ST   119-1  5.81E2  [   0 3.04014 7.58E-7]  [  68 -29  87]
ST   119-2  5.82E2  [ -28 1.19E-1 8.60E-7]  [  71 -35  87]
ST   119-3  5.83E2  [ -98 3.77E-5 9.15E-7]  [  69 -30  87]
ST   119-4  5.84E2  [-218 3.5E-11 8.98E-7]  [  74 -40  87]
ST   120-1  5.85E2  [   0 1.47474 9.58E-7]  [  68 -29  87]
ST   120-2  5.87E2  [ -28 5.37E-2 8.71E-7]  [  66 -26  87]
ST   120-3  5.88E2  [-120 1.36E-6 9.27E-7]  [  69 -33  87]
ST   120-4s 5.89E2  [-234 2.8E-12 7.91E-7]  [  71 -37  87]
ST   121-1  5.91E2  [   0 7.47E-1 8.10E-7]  [  78 -42  50]
ST   121-2  5.92E2  [ -28 2.87E-2 8.75E-7]  [  65 -24  87]
ST   121-3  5.94E2  [-118 8.72E-7 7.86E-7]  [  68 -31  87]
ST   122-1  5.95E2  [   0 1.59361 9.03E-7]  [  73 -38  89]
ST   122-2  5.96E2  [ -19 1.64E-1 8.30E-7]  [  67 -28  87]
ST   122-3  5.97E2  [ -95 2.78E-5 8.44E-7]  [  70 -32  87]
ST   122-4  5.99E2  [-216 2.4E-11 9.10E-7]  [  77 -44  87]
ST   123-1  6.00E2  [   0 2.41250 7.67E-7]  [  68 -32  87]
ST   123-2  6.01E2  [ -19 2.49E-1 9.35E-7]  [  71 -35  87]
ST   123-3  6.02E2  [ -83 1.69E-4 8.86E-7]  [  72 -36  87]
ST   123-4  6.03E2  [-201 2.0E-10 8.67E-7]  [  71 -42  87]
ST   124-1  6.05E2  [   0 3.22361 8.03E-7]  [  66 -27  87]
ST   124-2  6.06E2  [ -21 2.67E-1 9.14E-7]  [  71 -35  87]
ST   124-3  6.07E2  [ -80 3.20E-4 9.15E-7]  [  72 -34  87]
ST   124-4  6.08E2  [-196 4.7E-10 8.97E-7]  [  76 -45  87]
ST   125-1  6.09E2  [   0 3.50573 9.69E-7]  [  72 -34  87]
ST   125-2  6.11E2  [ -25 1.80E-1 9.32E-7]  [  67 -25  87]
ST   125-3  6.12E2  [ -94 6.33E-5 8.93E-7]  [  73 -35  87]
ST   125-4  6.13E2  [-215 6.0E-11 9.07E-7]  [  74 -37  87]
ST   126-1  6.14E2  [   0 2.47162 8.62E-7]  [  72 -37  87]
ST   126-2  6.15E2  [ -36 3.51E-2 8.06E-7]  [  68 -27  87]
ST   126-3  6.17E2  [-125 1.30E-6 9.52E-7]  [  74 -38  87]
ST   126-4  6.18E2  [-237 3.3E-12 8.09E-7]  [  78 -41  87]
ST   127-1  6.19E2  [   0 4.59E-1 8.94E-7]  [  79 -52  87]
ST   127-2  6.20E2  [ -14 8.97E-2 8.12E-7]  [  70 -35  87]
ST   127-3  6.22E2  [ -78 5.27E-5 9.70E-7]  [  72 -33  87]
ST   127-4  6.23E2  [-198 5.3E-11 9.49E-7]  [  78 -46  87]
ST   128-1  6.24E2  [   0 2.67638 9.49E-7]  [  68 -31  89]
ST   128-2  6.25E2  [ -22 2.12E-1 8.39E-7]  [  69 -33  87]
ST   128-3  6.27E2  [ -87 1.08E-4 8.48E-7]  [  73 -38  87]
ST   128-4  6.28E2  [-207 1.0E-10 8.80E-7]  [  78 -47  87]
ST   129-1  6.29E2  [   0 3.80808 9.98E-7]  [  65 -23  87]
ST   129-2  6.30E2  [ -25 2.07E-1 8.88E-7]  [  69 -31  87]
ST   129-3  6.31E2  [ -92 8.79E-5 8.07E-7]  [  70 -35  87]
ST   129-4  6.33E2  [-211 1.0E-10 8.78E-7]  [  79 -45  87]
ST   130-1  6.34E2  [   0 3.15151 7.33E-7]  [  68 -31  87]
ST   130-2  6.35E2  [ -30 9.53E-2 8.94E-7]  [  69 -30  87]
ST   130-3  6.36E2  [-102 2.23E-5 9.73E-7]  [  66 -25  87]
ST   130-4s 6.37E2  [-223 2.2E-11 8.05E-7]  [  75 -38  87]
ST   131-1  6.40E2  [   0 1.43609 9.10E-7]  [  72 -39  49]
ST   131-2  6.41E2  [ -34 2.84E-2 8.71E-7]  [  64 -24  87]
ST   131-3  6.42E2  [-135 2.37E-7 7.74E-7]  [  70 -35  87]
ST   132-1  6.43E2  [   0 8.84E-1 8.92E-7]  [  75 -43  87]
ST   132-2  6.44E2  [ -25 4.91E-2 9.26E-7]  [  68 -30  87]
ST   132-3  6.46E2  [-107 3.61E-6 9.27E-7]  [  71 -35  87]
ST   132-4  6.47E2  [-226 4.3E-12 9.57E-7]  [  77 -43  87]
ST   133-1  6.48E2  [   0 2.12213 8.60E-7]  [  72 -37  87]
